web-scraper-order,web-scraper-start-url,filme,filme-href,a_titulo,a_titulo_original,a_avaliacao,a_capa-src,a_txt_generos,a_ano,a_tipo
"1676315611-407","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","MIB: Homens de Preto III","https://www.imdb.com/title/tt1409024/?ref_=kw_li_tt","MIB: Homens de Preto III","MIB: Homens de Preto III","6,8","https://m.media-amazon.com/images/M/MV5BYmVmZGY1ZWQtMDY4OS00YWEzLWIxOGYtYWU4NGNmOTMxMzQ1XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comédia","2012","20122012"
"1676315617-408","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Capitã Marvel","https://www.imdb.com/title/tt4154664/?ref_=kw_li_tt","Capitã Marvel","Capitã Marvel","6,8","https://m.media-amazon.com/images/M/MV5BYzkwMzI1MDktNjMyOC00ZjYwLWJmNzEtZWVlMzk3Y2JiZTg0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Ação","2019","20192019"
"1676315617-409","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Capitã Marvel","https://www.imdb.com/title/tt4154664/?ref_=kw_li_tt","Capitã Marvel","Capitã Marvel","6,8","https://m.media-amazon.com/images/M/MV5BYzkwMzI1MDktNjMyOC00ZjYwLWJmNzEtZWVlMzk3Y2JiZTg0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Aventura","2019","20192019"
"1676315617-410","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Capitã Marvel","https://www.imdb.com/title/tt4154664/?ref_=kw_li_tt","Capitã Marvel","Capitã Marvel","6,8","https://m.media-amazon.com/images/M/MV5BYzkwMzI1MDktNjMyOC00ZjYwLWJmNzEtZWVlMzk3Y2JiZTg0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Ficção científica","2019","20192019"
"1676315623-411","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Sinais","https://www.imdb.com/title/tt0286106/?ref_=kw_li_tt","Sinais","Sinais","6,8","https://m.media-amazon.com/images/M/MV5BNTZlMzBhM2YtNGEwMy00ODE4LWE0ZTYtYjViMTAzZDJjYjAxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg","Drama","2002","20022002"
"1676315623-412","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Sinais","https://www.imdb.com/title/tt0286106/?ref_=kw_li_tt","Sinais","Sinais","6,8","https://m.media-amazon.com/images/M/MV5BNTZlMzBhM2YtNGEwMy00ODE4LWE0ZTYtYjViMTAzZDJjYjAxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg","Mistério","2002","20022002"
"1676315623-413","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Sinais","https://www.imdb.com/title/tt0286106/?ref_=kw_li_tt","Sinais","Sinais","6,8","https://m.media-amazon.com/images/M/MV5BNTZlMzBhM2YtNGEwMy00ODE4LWE0ZTYtYjViMTAzZDJjYjAxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","2002","20022002"
"1676315627-414","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Doctor Who: Scream of the Shalka","https://www.imdb.com/title/tt0388894/?ref_=kw_li_tt","Doctor Who: Scream of the Shalka","Doctor Who: Scream of the Shalka","6,9","https://m.media-amazon.com/images/M/MV5BOWRiYWVhNWQtZDdmMS00ZGE2LTkxM2YtNGViNjI1YjMwZmUyXkEyXkFqcGdeQXVyMTY1MjU3OQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ficção científica","2003","Minissérie de televisão"
"1676315627-415","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Doctor Who: Scream of the Shalka","https://www.imdb.com/title/tt0388894/?ref_=kw_li_tt","Doctor Who: Scream of the Shalka","Doctor Who: Scream of the Shalka","6,9","https://m.media-amazon.com/images/M/MV5BOWRiYWVhNWQtZDdmMS00ZGE2LTkxM2YtNGViNjI1YjMwZmUyXkEyXkFqcGdeQXVyMTY1MjU3OQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Animação","2003","Minissérie de televisão"
"1676315631-416","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Defiance","https://www.imdb.com/title/tt2189221/?ref_=kw_li_tt","Defiance","Defiance","6,9","https://m.media-amazon.com/images/M/MV5BMGJhZGE3NjAtZDU5NS00MWViLTg5MzQtYmEzOWQ5ODBiYTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","2013–2015","Série de TV"
"1676315631-417","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Defiance","https://www.imdb.com/title/tt2189221/?ref_=kw_li_tt","Defiance","Defiance","6,9","https://m.media-amazon.com/images/M/MV5BMGJhZGE3NjAtZDU5NS00MWViLTg5MzQtYmEzOWQ5ODBiYTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg","Drama","2013–2015","Série de TV"
"1676315631-418","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Defiance","https://www.imdb.com/title/tt2189221/?ref_=kw_li_tt","Defiance","Defiance","6,9","https://m.media-amazon.com/images/M/MV5BMGJhZGE3NjAtZDU5NS00MWViLTg5MzQtYmEzOWQ5ODBiYTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","2013–2015","Série de TV"
"1676315635-419","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Heróis de Ressaca","https://www.imdb.com/title/tt1213663/?ref_=kw_li_tt","Heróis de Ressaca","Heróis de Ressaca","6,9","https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2013","20132013"
"1676315635-420","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Heróis de Ressaca","https://www.imdb.com/title/tt1213663/?ref_=kw_li_tt","Heróis de Ressaca","Heróis de Ressaca","6,9","https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comédia","2013","20132013"
"1676315635-421","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Heróis de Ressaca","https://www.imdb.com/title/tt1213663/?ref_=kw_li_tt","Heróis de Ressaca","Heróis de Ressaca","6,9","https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2013","20132013"
"1676315640-422","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Não! Não Olhe!","https://www.imdb.com/title/tt10954984/?ref_=kw_li_tt","Não! Não Olhe!","Não! Não Olhe!","6,9","https://m.media-amazon.com/images/M/MV5BNmJjMDUxYzQtZGY0Zi00NDc4LThkNzMtZGQ5NDUxNDY4YWU0XkEyXkFqcGdeQXVyMjcwMzM0OTI@._V1_QL75_UY281_CR18,0,190,281_.jpg","Terror","2022","20222022"
"1676315640-423","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Não! Não Olhe!","https://www.imdb.com/title/tt10954984/?ref_=kw_li_tt","Não! Não Olhe!","Não! Não Olhe!","6,9","https://m.media-amazon.com/images/M/MV5BNmJjMDUxYzQtZGY0Zi00NDc4LThkNzMtZGQ5NDUxNDY4YWU0XkEyXkFqcGdeQXVyMjcwMzM0OTI@._V1_QL75_UY281_CR18,0,190,281_.jpg","Mistério","2022","20222022"
"1676315640-424","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Não! Não Olhe!","https://www.imdb.com/title/tt10954984/?ref_=kw_li_tt","Não! Não Olhe!","Não! Não Olhe!","6,9","https://m.media-amazon.com/images/M/MV5BNmJjMDUxYzQtZGY0Zi00NDc4LThkNzMtZGQ5NDUxNDY4YWU0XkEyXkFqcGdeQXVyMjcwMzM0OTI@._V1_QL75_UY281_CR18,0,190,281_.jpg","Ficção científica","2022","20222022"
"1676315644-425","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Transformers Armada - Primeiro Encontro","https://www.imdb.com/title/tt0329938/?ref_=kw_li_tt","Transformers Armada - Primeiro Encontro","Transformers Armada - Primeiro Encontro","7,0","https://m.media-amazon.com/images/M/MV5BMTg5NzgwOTkwNF5BMl5BanBnXkFtZTcwOTI4MDczMQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg","Ação","2002–2003","Série de TV"
"1676315644-426","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Transformers Armada - Primeiro Encontro","https://www.imdb.com/title/tt0329938/?ref_=kw_li_tt","Transformers Armada - Primeiro Encontro","Transformers Armada - Primeiro Encontro","7,0","https://m.media-amazon.com/images/M/MV5BMTg5NzgwOTkwNF5BMl5BanBnXkFtZTcwOTI4MDczMQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg","Animação","2002–2003","Série de TV"
"1676315644-427","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Transformers Armada - Primeiro Encontro","https://www.imdb.com/title/tt0329938/?ref_=kw_li_tt","Transformers Armada - Primeiro Encontro","Transformers Armada - Primeiro Encontro","7,0","https://m.media-amazon.com/images/M/MV5BMTg5NzgwOTkwNF5BMl5BanBnXkFtZTcwOTI4MDczMQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg","Aventura","2002–2003","Série de TV"
"1676315649-428","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","The Event","https://www.imdb.com/title/tt1582459/?ref_=kw_li_tt","The Event","The Event","7,0","https://m.media-amazon.com/images/M/MV5BODdjNWY3N2MtNjk5Yy00ODYwLTgzZTEtNjk0ZWJiMTY5N2FhXkEyXkFqcGdeQXVyMTE1MTYxMzk2._V1_QL75_UY281_CR6,0,190,281_.jpg","Policial","2010–2011","Série de TV"
"1676315649-429","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","The Event","https://www.imdb.com/title/tt1582459/?ref_=kw_li_tt","The Event","The Event","7,0","https://m.media-amazon.com/images/M/MV5BODdjNWY3N2MtNjk5Yy00ODYwLTgzZTEtNjk0ZWJiMTY5N2FhXkEyXkFqcGdeQXVyMTE1MTYxMzk2._V1_QL75_UY281_CR6,0,190,281_.jpg","Drama","2010–2011","Série de TV"
"1676315649-430","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","The Event","https://www.imdb.com/title/tt1582459/?ref_=kw_li_tt","The Event","The Event","7,0","https://m.media-amazon.com/images/M/MV5BODdjNWY3N2MtNjk5Yy00ODYwLTgzZTEtNjk0ZWJiMTY5N2FhXkEyXkFqcGdeQXVyMTE1MTYxMzk2._V1_QL75_UY281_CR6,0,190,281_.jpg","Mistério","2010–2011","Série de TV"
"1676315655-431","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","A Guerra dos Mundos","https://www.imdb.com/title/tt0046534/?ref_=kw_li_tt","A Guerra dos Mundos","A Guerra dos Mundos","7,0","https://m.media-amazon.com/images/M/MV5BMmQzNzVlZTktNjg1Yi00YTE5LTgyMjYtYTgzYzEwZTIwMTgxXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_QL75_UY281_CR4,0,190,281_.jpg","Ação","1953","19531953"
"1676315655-432","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","A Guerra dos Mundos","https://www.imdb.com/title/tt0046534/?ref_=kw_li_tt","A Guerra dos Mundos","A Guerra dos Mundos","7,0","https://m.media-amazon.com/images/M/MV5BMmQzNzVlZTktNjg1Yi00YTE5LTgyMjYtYTgzYzEwZTIwMTgxXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_QL75_UY281_CR4,0,190,281_.jpg","Ficção científica","1953","19531953"
"1676315655-433","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","A Guerra dos Mundos","https://www.imdb.com/title/tt0046534/?ref_=kw_li_tt","A Guerra dos Mundos","A Guerra dos Mundos","7,0","https://m.media-amazon.com/images/M/MV5BMmQzNzVlZTktNjg1Yi00YTE5LTgyMjYtYTgzYzEwZTIwMTgxXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_QL75_UY281_CR4,0,190,281_.jpg","Suspense","1953","19531953"
"1676315664-434","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Transformers","https://www.imdb.com/title/tt0418279/?ref_=kw_li_tt","Transformers","Transformers","7,0","https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2007","20072007"
"1676315664-435","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Transformers","https://www.imdb.com/title/tt0418279/?ref_=kw_li_tt","Transformers","Transformers","7,0","https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2007","20072007"
"1676315664-436","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Transformers","https://www.imdb.com/title/tt0418279/?ref_=kw_li_tt","Transformers","Transformers","7,0","https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2007","20072007"
"1676315670-437","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Oblivion","https://www.imdb.com/title/tt1483013/?ref_=kw_li_tt","Oblivion","Oblivion","7,0","https://m.media-amazon.com/images/M/MV5BYTc0ZTRlN2MtNGJlNC00YTUxLWFiOTYtZGQ1ZDY3MDI4MDIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2013","20132013"
"1676315670-438","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Oblivion","https://www.imdb.com/title/tt1483013/?ref_=kw_li_tt","Oblivion","Oblivion","7,0","https://m.media-amazon.com/images/M/MV5BYTc0ZTRlN2MtNGJlNC00YTUxLWFiOTYtZGQ1ZDY3MDI4MDIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2013","20132013"
"1676315670-439","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Oblivion","https://www.imdb.com/title/tt1483013/?ref_=kw_li_tt","Oblivion","Oblivion","7,0","https://m.media-amazon.com/images/M/MV5BYTc0ZTRlN2MtNGJlNC00YTUxLWFiOTYtZGQ1ZDY3MDI4MDIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2013","20132013"
"1676315677-440","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Independence Day","https://www.imdb.com/title/tt0116629/?ref_=kw_li_tt","Independence Day","Independence Day","7,0","https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","1996","19961996"
"1676315677-441","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Independence Day","https://www.imdb.com/title/tt0116629/?ref_=kw_li_tt","Independence Day","Independence Day","7,0","https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Aventura","1996","19961996"
"1676315677-442","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Independence Day","https://www.imdb.com/title/tt0116629/?ref_=kw_li_tt","Independence Day","Independence Day","7,0","https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","1996","19961996"
"1676315682-443","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","S.O.S.: Tem um Louco Solto no Espaço","https://www.imdb.com/title/tt0094012/?ref_=kw_li_tt","S.O.S.: Tem um Louco Solto no Espaço","S.O.S.: Tem um Louco Solto no Espaço","7,1","https://m.media-amazon.com/images/M/MV5BN2ZmMTg5ZDYtZDcyNy00NGNlLTk2OGQtYzRkMGU4ZGRiNTAxXkEyXkFqcGdeQXVyMTUzNjg5MDg5._V1_QL75_UX190_CR0,1,190,281_.jpg","Aventura","1987","19871987"
"1676315682-444","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","S.O.S.: Tem um Louco Solto no Espaço","https://www.imdb.com/title/tt0094012/?ref_=kw_li_tt","S.O.S.: Tem um Louco Solto no Espaço","S.O.S.: Tem um Louco Solto no Espaço","7,1","https://m.media-amazon.com/images/M/MV5BN2ZmMTg5ZDYtZDcyNy00NGNlLTk2OGQtYzRkMGU4ZGRiNTAxXkEyXkFqcGdeQXVyMTUzNjg5MDg5._V1_QL75_UX190_CR0,1,190,281_.jpg","Comédia","1987","19871987"
"1676315682-445","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","S.O.S.: Tem um Louco Solto no Espaço","https://www.imdb.com/title/tt0094012/?ref_=kw_li_tt","S.O.S.: Tem um Louco Solto no Espaço","S.O.S.: Tem um Louco Solto no Espaço","7,1","https://m.media-amazon.com/images/M/MV5BN2ZmMTg5ZDYtZDcyNy00NGNlLTk2OGQtYzRkMGU4ZGRiNTAxXkEyXkFqcGdeQXVyMTUzNjg5MDg5._V1_QL75_UX190_CR0,1,190,281_.jpg","Ficção científica","1987","19871987"
"1676315686-446","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Halo","https://www.imdb.com/title/tt2934286/?ref_=kw_li_tt","Halo","Halo","7,1","https://m.media-amazon.com/images/M/MV5BYmY5YmJiM2QtNjdhOC00NjRhLTgyNDEtYmM1NmJhNjc5NDE2XkEyXkFqcGdeQXVyMjQ4ODcxNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2022–","Série de TV"
"1676315686-447","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Halo","https://www.imdb.com/title/tt2934286/?ref_=kw_li_tt","Halo","Halo","7,1","https://m.media-amazon.com/images/M/MV5BYmY5YmJiM2QtNjdhOC00NjRhLTgyNDEtYmM1NmJhNjc5NDE2XkEyXkFqcGdeQXVyMjQ4ODcxNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2022–","Série de TV"
"1676315686-448","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Halo","https://www.imdb.com/title/tt2934286/?ref_=kw_li_tt","Halo","Halo","7,1","https://m.media-amazon.com/images/M/MV5BYmY5YmJiM2QtNjdhOC00NjRhLTgyNDEtYmM1NmJhNjc5NDE2XkEyXkFqcGdeQXVyMjQ4ODcxNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2022–","Série de TV"
"1676315690-449","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","First Wave","https://www.imdb.com/title/tt0160277/?ref_=kw_li_tt","First Wave","First Wave","7,2","https://m.media-amazon.com/images/M/MV5BNTUyNjcxMzkyNV5BMl5BanBnXkFtZTYwMjQ5Mjg5._V1_QL75_UY281_CR0,0,190,281_.jpg","Aventura","1998–2001","Série de TV"
"1676315690-450","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","First Wave","https://www.imdb.com/title/tt0160277/?ref_=kw_li_tt","First Wave","First Wave","7,2","https://m.media-amazon.com/images/M/MV5BNTUyNjcxMzkyNV5BMl5BanBnXkFtZTYwMjQ5Mjg5._V1_QL75_UY281_CR0,0,190,281_.jpg","Drama","1998–2001","Série de TV"
"1676315690-451","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","First Wave","https://www.imdb.com/title/tt0160277/?ref_=kw_li_tt","First Wave","First Wave","7,2","https://m.media-amazon.com/images/M/MV5BNTUyNjcxMzkyNV5BMl5BanBnXkFtZTYwMjQ5Mjg5._V1_QL75_UY281_CR0,0,190,281_.jpg","Mistério","1998–2001","Série de TV"
"1676315694-452","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Liga da Justiça: Guerra","https://www.imdb.com/title/tt3060952/?ref_=kw_li_tt","Liga da Justiça: Guerra","Liga da Justiça: Guerra","7,2","https://m.media-amazon.com/images/M/MV5BYzA4ZjA3NzUtNDhjNS00OGNlLWI4ZWUtYzhkMmJiZDU2ZWExXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Animação","2014","Vídeo"
"1676315694-453","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Liga da Justiça: Guerra","https://www.imdb.com/title/tt3060952/?ref_=kw_li_tt","Liga da Justiça: Guerra","Liga da Justiça: Guerra","7,2","https://m.media-amazon.com/images/M/MV5BYzA4ZjA3NzUtNDhjNS00OGNlLWI4ZWUtYzhkMmJiZDU2ZWExXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","2014","Vídeo"
"1676315694-454","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Liga da Justiça: Guerra","https://www.imdb.com/title/tt3060952/?ref_=kw_li_tt","Liga da Justiça: Guerra","Liga da Justiça: Guerra","7,2","https://m.media-amazon.com/images/M/MV5BYzA4ZjA3NzUtNDhjNS00OGNlLWI4ZWUtYzhkMmJiZDU2ZWExXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Aventura","2014","Vídeo"
"1676315698-455","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Eles Vivem","https://www.imdb.com/title/tt0096256/?ref_=kw_li_tt","Eles Vivem","Eles Vivem","7,2","https://m.media-amazon.com/images/M/MV5BODNhMmE3ODUtYjg3NS00ZmNiLThkNWYtNWM2ZDliZWIwMTk5XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UY281_CR4,0,190,281_.jpg","Ação","1988","19881988"
